Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"[msvcp140.dll]",1,"0,00",0x7FFCBCBC2631,0,0,0,0,
"[msvcp140.dll]",1,"0,00",0x7FFCBCBC3107,0,0,0,0,
"[msvcp140.dll]",1,"0,00",0x7FFCBCBFC9F0,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE7276AF,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE727F33,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE72B3EE,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE730110,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE732550,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE733F8D,0,0,0,0,
"[ucrtbase.dll]",1,"0,00",0x7FFCCE740E47,0,0,0,0,
"[vcruntime140.dll]",1,"0,00",0x7FFCBCC5C022,0,0,0,0,
"__raise_securityfailure",1,"0,00",0x7FFCCA57152D,146,0,146,0,
"__report_gsfailure",1,"0,00",0x7FFCCA571588,279,0,279,0,
"__report_gsfailure",1,"0,00",0x7FFCCA5715A2,281,0,281,0,
"__report_gsfailure",1,"0,00",0x7FFCCA5715AC,282,0,282,0,
"__report_gsfailure",1,"0,00",0x7FFCCA5715BC,286,0,286,0,
"__report_gsfailure",1,"0,00",0x7FFCCA5715ED,289,0,289,0,
"__report_gsfailure",1,"0,00",0x7FFCCA57161D,298,0,298,0,
"__scrt_acquire_startup_lock",1,"0,00",0x7FFCCA5717A8,146,0,146,0,
"__scrt_dllmain_after_initialize_c",1,"0,00",0x7FFCCA5717E3,381,0,381,0,
"__scrt_dllmain_before_initialize_c",1,"0,00",0x7FFCCA57180B,367,0,367,0,
"__scrt_dllmain_exception_filter",1,"0,00",0x7FFCCA57185E,350,0,350,0,
"__scrt_dllmain_exception_filter",1,"0,00",0x7FFCCA5718A1,362,0,362,0,
"__scrt_dllmain_uninitialize_critical",1,"0,00",0x7FFCCA5718F8,431,0,431,0,
"__scrt_initialize_crt",1,"0,00",0x7FFCCA571917,186,0,186,0,
"__scrt_initialize_onexit_tables",1,"0,00",0x7FFCCA571A1B,304,0,304,0,
"__scrt_initialize_onexit_tables",1,"0,00",0x7FFCCA5719CD,327,0,327,0,
"__scrt_initialize_onexit_tables",1,"0,00",0x7FFCCA5719EF,328,0,328,0,
"__scrt_initialize_onexit_tables",1,"0,00",0x7FFCCA571A10,331,0,331,0,
"__scrt_is_nonwritable_in_current_image",1,"0,00",0x7FFCCA571A9C,109,0,109,0,
"__scrt_release_startup_lock",1,"0,00",0x7FFCCA571AC1,160,0,160,0,
"__security_init_cookie",1,"0,00",0x7FFCCA571707,184,0,184,0,
"__security_init_cookie",1,"0,00",0x7FFCCA571732,202,0,202,0,
"BMPReader::WriteBMP",1,"0,00",0x7FF6BF7713E8,59,0,59,0,
"capture_previous_context",1,"0,00",0x7FFCCA571665,107,0,107,0,
"capture_previous_context",1,"0,00",0x7FFCCA57169C,122,0,122,0,
"dllmain_crt_process_attach",1,"0,00",0x7FFCCA5712C1,71,0,71,0,
"dllmain_crt_process_detach",1,"0,00",0x7FFCCA57134B,126,0,126,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA5713F2,191,0,191,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA571419,195,0,195,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA571433,200,0,200,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA57147E,207,0,207,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA571489,210,0,210,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA5714D2,229,0,229,0,
"dllmain_dispatch",1,"0,00",0x7FFCCA5714CB,220,0,220,0,
"std::_LaunchPad<std::unique_ptr<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> >,std::default_delete<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> > > > >::_Go",1,"0,00",0x7FF6BF773B60,229,0,229,0,
"std::_LaunchPad<std::unique_ptr<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> >,std::default_delete<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> > > > >::_Run",1,"0,00",0x7FF6BF773BF7,245,0,245,0,
"std::_LaunchPad<std::unique_ptr<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> >,std::default_delete<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> > > > >::_Run",1,"0,00",0x7FF6BF773C2D,245,0,245,0,
"TransformBMP",1,"0,00",0x7FFCCA5710B1,24,0,24,0,
"TransformBMP",1,"0,00",0x7FFCCA571141,26,0,26,0,
